name,value,year,lastvalue,rank
MICHOACÁN DE OCAMPO,1149,2020-05-12,1085,12.0
MICHOACÁN DE OCAMPO,1212,2020-05-13,1149,12.0
MICHOACÁN DE OCAMPO,1293,2020-05-14,1212,11.0
MICHOACÁN DE OCAMPO,1394,2020-05-15,1293,11.0
MICHOACÁN DE OCAMPO,1461,2020-05-16,1394,12.0
MICHOACÁN DE OCAMPO,1512,2020-05-17,1461,12.0
MICHOACÁN DE OCAMPO,1586,2020-05-18,1512,12.0
MICHOACÁN DE OCAMPO,1650,2020-05-19,1586,11.0
MICHOACÁN DE OCAMPO,1743,2020-05-20,1650,11.0
MICHOACÁN DE OCAMPO,1815,2020-05-21,1743,10.0
MICHOACÁN DE OCAMPO,1892,2020-05-22,1815,10.0
MICHOACÁN DE OCAMPO,1941,2020-05-23,1892,10.0
MICHOACÁN DE OCAMPO,2014,2020-05-24,1941,10.0
MICHOACÁN DE OCAMPO,2102,2020-05-25,2014,10.0
MICHOACÁN DE OCAMPO,2160,2020-05-26,2102,10.0
MICHOACÁN DE OCAMPO,2210,2020-05-27,2160,10.0
MICHOACÁN DE OCAMPO,2270,2020-05-28,2210,11.0
MICHOACÁN DE OCAMPO,2291,2020-05-29,2270,12.0
MICHOACÁN DE OCAMPO,2306,2020-05-30,2291,12.0
MICHOACÁN DE OCAMPO,2314,2020-05-31,2306,12.5
MICHOACÁN DE OCAMPO,2322,2020-06-01,2314,11.0
MICHOACÁN DE OCAMPO,2324,2020-06-02,2322,10.0
MORELOS,1,2020-03-02,0,4.0
MORELOS,2,2020-03-09,1,14.5
MORELOS,3,2020-03-10,2,11.5
MORELOS,4,2020-03-14,3,17.0
MORELOS,5,2020-03-16,4,23.0
MORELOS,6,2020-03-17,5,20.5
MORELOS,7,2020-03-18,6,22.0
MORELOS,8,2020-03-19,7,19.5
MORELOS,9,2020-03-20,8,23.5
MORELOS,11,2020-03-21,9,20.5
MORELOS,13,2020-03-22,11,22.5
MORELOS,16,2020-03-23,13,22.0
MORELOS,17,2020-03-24,16,21.5
MORELOS,18,2020-03-25,17,25.5
MORELOS,20,2020-03-26,18,25.0
MORELOS,22,2020-03-27,20,24.5
MORELOS,25,2020-03-28,22,25.0
MORELOS,26,2020-03-29,25,24.0
MORELOS,30,2020-03-30,26,25.0
MORELOS,32,2020-03-31,30,25.0
MORELOS,41,2020-04-01,32,23.0
MORELOS,45,2020-04-02,41,24.0
MORELOS,49,2020-04-03,45,24.0
MORELOS,55,2020-04-04,49,23.0
MORELOS,62,2020-04-05,55,22.0
MORELOS,64,2020-04-06,62,22.0
MORELOS,67,2020-04-07,64,22.0
MORELOS,74,2020-04-08,67,22.0
MORELOS,76,2020-04-09,74,22.0
MORELOS,91,2020-04-10,76,20.0
MORELOS,97,2020-04-11,91,21.0
MORELOS,106,2020-04-12,97,20.5
MORELOS,123,2020-04-13,106,20.0
MORELOS,131,2020-04-14,123,20.0
MORELOS,148,2020-04-15,131,20.0
MORELOS,162,2020-04-16,148,20.0
MORELOS,180,2020-04-17,162,20.0
MORELOS,214,2020-04-18,180,18.0
MORELOS,236,2020-04-19,214,17.0
MORELOS,265,2020-04-20,236,17.0
MORELOS,283,2020-04-21,265,17.0
MORELOS,312,2020-04-22,283,17.0
MORELOS,337,2020-04-23,312,15.0
MORELOS,379,2020-04-24,337,14.0
MORELOS,413,2020-04-25,379,13.0
MORELOS,439,2020-04-26,413,13.0
MORELOS,469,2020-04-27,439,12.0
MORELOS,508,2020-04-28,469,12.0
MORELOS,551,2020-04-29,508,12.0
MORELOS,588,2020-04-30,551,12.0
MORELOS,632,2020-05-01,588,12.0
MORELOS,656,2020-05-02,632,12.0
MORELOS,683,2020-05-03,656,12.0
MORELOS,720,2020-05-04,683,12.0
MORELOS,756,2020-05-05,720,12.0
MORELOS,779,2020-05-06,756,14.0
MORELOS,807,2020-05-07,779,14.0
MORELOS,855,2020-05-08,807,14.0
MORELOS,882,2020-05-09,855,15.0
MORELOS,909,2020-05-10,882,15.0
MORELOS,943,2020-05-11,909,15.0
MORELOS,963,2020-05-12,943,16.0
MORELOS,983,2020-05-13,963,16.0
MORELOS,1002,2020-05-14,983,18.0
MORELOS,1037,2020-05-15,1002,18.0
MORELOS,1073,2020-05-16,1037,19.0
MORELOS,1111,2020-05-17,1073,19.0
MORELOS,1148,2020-05-18,1111,20.0
MORELOS,1182,2020-05-19,1148,20.0
MORELOS,1220,2020-05-20,1182,21.0
MORELOS,1253,2020-05-21,1220,21.0
MORELOS,1284,2020-05-22,1253,21.0
MORELOS,1323,2020-05-23,1284,21.0
MORELOS,1365,2020-05-24,1323,21.0
MORELOS,1395,2020-05-25,1365,21.0
MORELOS,1420,2020-05-26,1395,21.0
MORELOS,1447,2020-05-27,1420,21.0
MORELOS,1467,2020-05-28,1447,21.0
MORELOS,1504,2020-05-29,1467,21.0
MORELOS,1535,2020-05-30,1504,21.0
MORELOS,1556,2020-05-31,1535,20.0
MORELOS,1571,2020-06-01,1556,18.0
MORELOS,1573,2020-06-02,1571,16.0
NAYARIT,1,2020-03-10,0,14.5
NAYARIT,2,2020-03-15,1,20.5
NAYARIT,3,2020-03-17,2,24.0
NAYARIT,4,2020-03-19,3,23.0
NAYARIT,5,2020-03-21,4,25.0
NAYARIT,7,2020-03-24,5,26.0
NAYARIT,9,2020-03-27,7,27.0
NAYARIT,10,2020-03-28,9,29.0
NAYARIT,13,2020-03-31,10,29.5
NAYARIT,15,2020-04-01,13,28.0
NAYARIT,18,2020-04-02,15,27.0
NAYARIT,20,2020-04-03,18,29.0
NAYARIT,23,2020-04-04,20,27.5
NAYARIT,27,2020-04-05,23,27.0
NAYARIT,28,2020-04-06,27,28.0
NAYARIT,29,2020-04-07,28,26.0
NAYARIT,32,2020-04-08,29,28.0
NAYARIT,34,2020-04-09,32,28.0
NAYARIT,38,2020-04-10,34,28.0
NAYARIT,39,2020-04-11,38,29.0
NAYARIT,40,2020-04-12,39,29.0
NAYARIT,43,2020-04-13,40,29.0
NAYARIT,47,2020-04-14,43,29.0
NAYARIT,49,2020-04-15,47,29.0
NAYARIT,51,2020-04-16,49,29.0
NAYARIT,59,2020-04-17,51,29.0
NAYARIT,63,2020-04-18,59,29.0
NAYARIT,65,2020-04-19,63,29.0
NAYARIT,69,2020-04-20,65,29.0
NAYARIT,70,2020-04-21,69,29.5
NAYARIT,75,2020-04-22,70,29.0
NAYARIT,82,2020-04-23,75,29.0
NAYARIT,94,2020-04-24,82,29.0
NAYARIT,101,2020-04-25,94,29.0
NAYARIT,111,2020-04-26,101,29.0
NAYARIT,118,2020-04-27,111,29.0
NAYARIT,126,2020-04-28,118,29.0
NAYARIT,141,2020-04-29,126,29.0
NAYARIT,159,2020-04-30,141,29.0
NAYARIT,180,2020-05-01,159,29.0
NAYARIT,198,2020-05-02,180,28.5
NAYARIT,210,2020-05-03,198,28.0
NAYARIT,229,2020-05-04,210,28.0
NAYARIT,234,2020-05-05,229,29.0
NAYARIT,248,2020-05-06,234,29.0
NAYARIT,256,2020-05-07,248,29.0
NAYARIT,270,2020-05-08,256,29.0
NAYARIT,287,2020-05-09,270,29.0
NAYARIT,307,2020-05-10,287,29.0
NAYARIT,322,2020-05-11,307,29.0
NAYARIT,338,2020-05-12,322,29.0
NAYARIT,347,2020-05-13,338,29.0
NAYARIT,361,2020-05-14,347,29.0
NAYARIT,381,2020-05-15,361,29.0
NAYARIT,402,2020-05-16,381,29.0
NAYARIT,421,2020-05-17,402,29.0
NAYARIT,442,2020-05-18,421,29.0
NAYARIT,463,2020-05-19,442,29.0
NAYARIT,479,2020-05-20,463,29.0
NAYARIT,494,2020-05-21,479,29.0
NAYARIT,513,2020-05-22,494,29.0
NAYARIT,539,2020-05-23,513,29.0
NAYARIT,566,2020-05-24,539,29.0
NAYARIT,600,2020-05-25,566,29.0
NAYARIT,626,2020-05-26,600,29.0
NAYARIT,644,2020-05-27,626,29.0
NAYARIT,669,2020-05-28,644,29.0
NAYARIT,690,2020-05-29,669,29.0
NAYARIT,710,2020-05-30,690,29.0
NAYARIT,734,2020-05-31,710,26.5
NAYARIT,748,2020-06-01,734,24.0
NAYARIT,750,2020-06-02,748,22.0
NUEVO LEÓN,1,2020-01-13,0,1.0
NUEVO LEÓN,2,2020-03-02,1,3.0
NUEVO LEÓN,3,2020-03-04,2,4.0
NUEVO LEÓN,4,2020-03-05,3,3.0
NUEVO LEÓN,5,2020-03-06,4,2.5
NUEVO LEÓN,7,2020-03-07,5,3.0
NUEVO LEÓN,16,2020-03-09,7,3.0
NUEVO LEÓN,18,2020-03-10,16,3.0
NUEVO LEÓN,23,2020-03-11,18,3.0
NUEVO LEÓN,25,2020-03-12,23,4.0
NUEVO LEÓN,31,2020-03-13,25,4.0
NUEVO LEÓN,39,2020-03-14,31,4.0
NUEVO LEÓN,46,2020-03-15,39,4.0
NUEVO LEÓN,49,2020-03-16,46,4.0
NUEVO LEÓN,57,2020-03-17,49,4.0
NUEVO LEÓN,63,2020-03-18,57,4.0
NUEVO LEÓN,68,2020-03-19,63,3.0
NUEVO LEÓN,73,2020-03-20,68,4.0
NUEVO LEÓN,76,2020-03-21,73,4.0
NUEVO LEÓN,80,2020-03-22,76,4.0
NUEVO LEÓN,82,2020-03-23,80,6.0
NUEVO LEÓN,83,2020-03-24,82,6.0
NUEVO LEÓN,85,2020-03-25,83,7.0
NUEVO LEÓN,88,2020-03-26,85,7.0
NUEVO LEÓN,90,2020-03-27,88,8.0
NUEVO LEÓN,91,2020-03-28,90,10.0
NUEVO LEÓN,93,2020-03-29,91,10.0
NUEVO LEÓN,97,2020-03-30,93,10.0
NUEVO LEÓN,103,2020-03-31,97,10.0
NUEVO LEÓN,108,2020-04-01,103,10.0
NUEVO LEÓN,118,2020-04-02,108,10.5
NUEVO LEÓN,126,2020-04-03,118,11.0
NUEVO LEÓN,128,2020-04-04,126,11.0
NUEVO LEÓN,135,2020-04-05,128,11.0
NUEVO LEÓN,145,2020-04-06,135,11.0
NUEVO LEÓN,158,2020-04-07,145,11.0
NUEVO LEÓN,169,2020-04-08,158,11.0
NUEVO LEÓN,182,2020-04-09,169,11.0
NUEVO LEÓN,206,2020-04-10,182,10.0
NUEVO LEÓN,219,2020-04-11,206,10.0
NUEVO LEÓN,228,2020-04-12,219,11.0
NUEVO LEÓN,239,2020-04-13,228,11.0
NUEVO LEÓN,248,2020-04-14,239,11.0
NUEVO LEÓN,254,2020-04-15,248,12.5
NUEVO LEÓN,262,2020-04-16,254,13.0
NUEVO LEÓN,269,2020-04-17,262,15.0
NUEVO LEÓN,276,2020-04-18,269,15.0
NUEVO LEÓN,285,2020-04-19,276,15.0
NUEVO LEÓN,296,2020-04-20,285,15.0
NUEVO LEÓN,304,2020-04-21,296,15.0
NUEVO LEÓN,320,2020-04-22,304,15.0
NUEVO LEÓN,332,2020-04-23,320,16.0
NUEVO LEÓN,346,2020-04-24,332,16.0
NUEVO LEÓN,367,2020-04-25,346,16.0
NUEVO LEÓN,391,2020-04-26,367,16.0
NUEVO LEÓN,424,2020-04-27,391,16.0
NUEVO LEÓN,438,2020-04-28,424,16.0
NUEVO LEÓN,452,2020-04-29,438,17.0
NUEVO LEÓN,475,2020-04-30,452,18.5
NUEVO LEÓN,513,2020-05-01,475,18.0
NUEVO LEÓN,532,2020-05-02,513,19.0
NUEVO LEÓN,550,2020-05-03,532,19.0
NUEVO LEÓN,579,2020-05-04,550,19.0
NUEVO LEÓN,657,2020-05-05,579,17.0
NUEVO LEÓN,680,2020-05-06,657,18.0
NUEVO LEÓN,708,2020-05-07,680,18.0
NUEVO LEÓN,753,2020-05-08,708,17.0
NUEVO LEÓN,785,2020-05-09,753,18.0
NUEVO LEÓN,823,2020-05-10,785,18.0
NUEVO LEÓN,872,2020-05-11,823,18.0
NUEVO LEÓN,917,2020-05-12,872,17.0
NUEVO LEÓN,975,2020-05-13,917,17.0
NUEVO LEÓN,1010,2020-05-14,975,16.0
NUEVO LEÓN,1060,2020-05-15,1010,16.0
NUEVO LEÓN,1087,2020-05-16,1060,18.0
NUEVO LEÓN,1119,2020-05-17,1087,18.0
NUEVO LEÓN,1173,2020-05-18,1119,19.0
NUEVO LEÓN,1227,2020-05-19,1173,19.0
NUEVO LEÓN,1270,2020-05-20,1227,19.0
NUEVO LEÓN,1302,2020-05-21,1270,19.0
NUEVO LEÓN,1346,2020-05-22,1302,20.0
NUEVO LEÓN,1406,2020-05-23,1346,20.0
NUEVO LEÓN,1444,2020-05-24,1406,20.0
NUEVO LEÓN,1516,2020-05-25,1444,20.0
NUEVO LEÓN,1578,2020-05-26,1516,20.0
NUEVO LEÓN,1631,2020-05-27,1578,20.0
NUEVO LEÓN,1654,2020-05-28,1631,20.0
NUEVO LEÓN,1688,2020-05-29,1654,20.0
NUEVO LEÓN,1706,2020-05-30,1688,20.0
NUEVO LEÓN,1726,2020-05-31,1706,19.0
NUEVO LEÓN,1749,2020-06-01,1726,17.0
NUEVO LEÓN,1769,2020-06-02,1749,15.0
NUEVO LEÓN,1789,2020-06-03,1769,10.0
NUEVO LEÓN,1796,2020-06-04,1789,3.0
OAXACA,1,2020-03-09,0,19.5
OAXACA,2,2020-03-10,1,13.0
OAXACA,4,2020-03-12,2,13.0
OAXACA,5,2020-03-16,4,23.0
OAXACA,7,2020-03-19,5,21.5
OAXACA,10,2020-03-20,7,22.0
OAXACA,11,2020-03-21,10,20.5
OAXACA,12,2020-03-22,11,24.0
OAXACA,16,2020-03-23,12,22.0
OAXACA,17,2020-03-24,16,21.5
OAXACA,18,2020-03-25,17,25.5
OAXACA,21,2020-03-26,18,24.0
OAXACA,24,2020-03-27,21,23.0
OAXACA,28,2020-03-28,24,23.0
OAXACA,30,2020-03-29,28,22.0
OAXACA,34,2020-03-30,30,24.0
OAXACA,35,2020-03-31,34,24.0
OAXACA,36,2020-04-01,35,24.0
OAXACA,41,2020-04-03,36,25.0
OAXACA,43,2020-04-04,41,25.5
OAXACA,47,2020-04-05,43,25.0
OAXACA,52,2020-04-06,47,25.0
OAXACA,54,2020-04-08,52,27.0
OAXACA,60,2020-04-09,54,26.0
OAXACA,67,2020-04-10,60,26.0
OAXACA,69,2020-04-11,67,26.0
OAXACA,73,2020-04-12,69,25.0
OAXACA,75,2020-04-13,73,26.5
OAXACA,87,2020-04-14,75,25.0
OAXACA,97,2020-04-15,87,25.0
OAXACA,101,2020-04-16,97,26.0
OAXACA,108,2020-04-17,101,26.0
OAXACA,115,2020-04-18,108,26.0
OAXACA,123,2020-04-19,115,25.0
OAXACA,133,2020-04-20,123,25.0
OAXACA,142,2020-04-21,133,25.0
OAXACA,151,2020-04-22,142,25.0
OAXACA,165,2020-04-23,151,25.0
OAXACA,176,2020-04-24,165,25.0
OAXACA,183,2020-04-25,176,25.0
OAXACA,198,2020-04-26,183,25.0
OAXACA,211,2020-04-27,198,25.0
OAXACA,227,2020-04-28,211,25.0
OAXACA,242,2020-04-29,227,25.0
OAXACA,273,2020-04-30,242,25.0
OAXACA,295,2020-05-01,273,25.0
OAXACA,321,2020-05-02,295,25.0
OAXACA,341,2020-05-03,321,25.0
OAXACA,364,2020-05-04,341,25.0
OAXACA,407,2020-05-05,364,25.0
OAXACA,430,2020-05-06,407,24.0
OAXACA,469,2020-05-07,430,23.0
OAXACA,515,2020-05-08,469,23.0
OAXACA,553,2020-05-09,515,22.0
OAXACA,629,2020-05-10,553,22.0
OAXACA,705,2020-05-11,629,22.0
OAXACA,790,2020-05-12,705,21.0
OAXACA,853,2020-05-13,790,20.0
OAXACA,911,2020-05-14,853,20.0
OAXACA,992,2020-05-15,911,20.0
OAXACA,1062,2020-05-16,992,20.0
OAXACA,1109,2020-05-17,1062,20.0
OAXACA,1234,2020-05-18,1109,17.0
OAXACA,1304,2020-05-19,1234,17.0
OAXACA,1398,2020-05-20,1304,17.0
OAXACA,1461,2020-05-21,1398,17.0
OAXACA,1530,2020-05-22,1461,17.0
OAXACA,1595,2020-05-23,1530,18.0
OAXACA,1653,2020-05-24,1595,18.0
OAXACA,1756,2020-05-25,1653,18.0
OAXACA,1816,2020-05-26,1756,17.0
OAXACA,1861,2020-05-27,1816,18.0
OAXACA,1931,2020-05-28,1861,18.0
OAXACA,1996,2020-05-29,1931,18.0
OAXACA,2038,2020-05-30,1996,16.0
OAXACA,2059,2020-05-31,2038,16.0
OAXACA,2084,2020-06-01,2059,14.0
PUEBLA,1,2020-03-05,0,5.5
PUEBLA,2,2020-03-05,0,4.0
PUEBLA,4,2020-03-08,2,4.5
PUEBLA,8,2020-03-09,4,5.0
PUEBLA,11,2020-03-10,8,5.0
PUEBLA,13,2020-03-11,11,5.0
PUEBLA,14,2020-03-12,13,5.0
PUEBLA,18,2020-03-13,14,5.0
PUEBLA,22,2020-03-14,18,5.0
PUEBLA,25,2020-03-15,22,5.0
PUEBLA,36,2020-03-16,25,5.0
PUEBLA,40,2020-03-17,36,5.0
PUEBLA,46,2020-03-18,40,5.0
PUEBLA,48,2020-03-19,46,5.0
PUEBLA,58,2020-03-20,48,6.0
PUEBLA,67,2020-03-21,58,6.0
PUEBLA,76,2020-03-22,67,6.0
PUEBLA,91,2020-03-23,76,5.0
PUEBLA,98,2020-03-24,91,5.0
PUEBLA,102,2020-03-25,98,5.0
PUEBLA,108,2020-03-26,102,5.0
PUEBLA,122,2020-03-27,108,4.0
PUEBLA,147,2020-03-28,122,4.0
PUEBLA,172,2020-03-29,147,4.0
PUEBLA,191,2020-03-30,172,4.0
PUEBLA,200,2020-03-31,191,4.0
PUEBLA,216,2020-04-01,200,4.0
PUEBLA,239,2020-04-02,216,4.0
PUEBLA,255,2020-04-03,239,4.0
PUEBLA,267,2020-04-04,255,4.0
PUEBLA,279,2020-04-05,267,4.0
PUEBLA,298,2020-04-06,279,6.0
PUEBLA,304,2020-04-07,298,6.0
PUEBLA,313,2020-04-08,304,6.0
PUEBLA,327,2020-04-09,313,7.0
PUEBLA,347,2020-04-10,327,7.0
PUEBLA,366,2020-04-11,347,7.0
PUEBLA,384,2020-04-12,366,7.0
PUEBLA,414,2020-04-13,384,7.0
PUEBLA,432,2020-04-14,414,7.0
PUEBLA,454,2020-04-15,432,7.0
PUEBLA,476,2020-04-16,454,7.0
PUEBLA,507,2020-04-17,476,7.0
PUEBLA,545,2020-04-18,507,7.0
PUEBLA,574,2020-04-19,545,7.0
PUEBLA,613,2020-04-20,574,7.0
PUEBLA,653,2020-04-21,613,7.0
PUEBLA,677,2020-04-22,653,7.0
PUEBLA,709,2020-04-23,677,7.0
PUEBLA,761,2020-04-24,709,7.0
PUEBLA,799,2020-04-25,761,7.0
PUEBLA,836,2020-04-26,799,8.0
PUEBLA,885,2020-04-27,836,8.0
PUEBLA,915,2020-04-28,885,8.0
PUEBLA,950,2020-04-29,915,8.0
PUEBLA,985,2020-04-30,950,8.0
PUEBLA,1031,2020-05-01,985,8.0
PUEBLA,1069,2020-05-02,1031,8.0
PUEBLA,1106,2020-05-03,1069,8.0
PUEBLA,1170,2020-05-04,1106,8.0
PUEBLA,1230,2020-05-05,1170,8.0
PUEBLA,1300,2020-05-06,1230,7.0
PUEBLA,1368,2020-05-07,1300,7.0
PUEBLA,1452,2020-05-08,1368,7.0
PUEBLA,1528,2020-05-09,1452,7.0
PUEBLA,1616,2020-05-10,1528,7.0
PUEBLA,1729,2020-05-11,1616,7.0
PUEBLA,1849,2020-05-12,1729,7.0
PUEBLA,1949,2020-05-13,1849,7.0
PUEBLA,2052,2020-05-14,1949,7.0
PUEBLA,2175,2020-05-15,2052,7.0
PUEBLA,2258,2020-05-16,2175,7.0
PUEBLA,2375,2020-05-17,2258,7.0
PUEBLA,2519,2020-05-18,2375,7.0
PUEBLA,2634,2020-05-19,2519,7.0
PUEBLA,2802,2020-05-20,2634,7.0
PUEBLA,2908,2020-05-21,2802,7.0
PUEBLA,3049,2020-05-22,2908,7.0
PUEBLA,3177,2020-05-23,3049,7.0
PUEBLA,3269,2020-05-24,3177,7.0
PUEBLA,3415,2020-05-25,3269,7.0
PUEBLA,3516,2020-05-26,3415,7.0
PUEBLA,3606,2020-05-27,3516,7.0
PUEBLA,3701,2020-05-28,3606,7.0
PUEBLA,3775,2020-05-29,3701,7.0
PUEBLA,3834,2020-05-30,3775,7.0
PUEBLA,3886,2020-05-31,3834,7.0
PUEBLA,3947,2020-06-01,3886,7.0
PUEBLA,3980,2020-06-02,3947,6.0
PUEBLA,4006,2020-06-03,3980,6.0
QUERÉTARO,1,2020-03-05,0,5.5
QUERÉTARO,2,2020-03-08,1,7.5
QUERÉTARO,3,2020-03-09,2,9.5
QUERÉTARO,7,2020-03-10,3,7.0
QUERÉTARO,8,2020-03-11,7,7.5
QUERÉTARO,9,2020-03-13,8,9.0
QUERÉTARO,10,2020-03-14,9,9.0
QUERÉTARO,11,2020-03-15,10,9.0
QUERÉTARO,14,2020-03-16,11,10.0
QUERÉTARO,17,2020-03-17,14,10.0
QUERÉTARO,19,2020-03-18,17,11.0
QUERÉTARO,22,2020-03-20,19,13.0
QUERÉTARO,24,2020-03-21,22,14.0
QUERÉTARO,26,2020-03-22,24,14.0
QUERÉTARO,30,2020-03-23,26,15.0
QUERÉTARO,34,2020-03-25,30,15.0
QUERÉTARO,37,2020-03-26,34,15.0
QUERÉTARO,40,2020-03-27,37,16.0
QUERÉTARO,41,2020-03-29,40,17.0
QUERÉTARO,42,2020-03-30,41,18.5
QUERÉTARO,44,2020-03-31,42,20.5
QUERÉTARO,48,2020-04-01,44,21.0
QUERÉTARO,50,2020-04-02,48,23.0
QUERÉTARO,54,2020-04-03,50,23.0
QUERÉTARO,57,2020-04-04,54,22.0
QUERÉTARO,59,2020-04-05,57,23.0
QUERÉTARO,62,2020-04-06,59,24.0
QUERÉTARO,65,2020-04-07,62,23.0
QUERÉTARO,67,2020-04-08,65,23.0
QUERÉTARO,71,2020-04-09,67,23.0
QUERÉTARO,76,2020-04-10,71,24.0
QUERÉTARO,83,2020-04-11,76,23.0
QUERÉTARO,89,2020-04-12,83,23.0
QUERÉTARO,90,2020-04-13,89,23.5
QUERÉTARO,94,2020-04-14,90,24.0
QUERÉTARO,100,2020-04-15,94,24.0
QUERÉTARO,103,2020-04-16,100,24.5
QUERÉTARO,109,2020-04-17,103,25.0
QUERÉTARO,116,2020-04-18,109,25.0
QUERÉTARO,120,2020-04-19,116,26.0
QUERÉTARO,126,2020-04-20,120,26.0
QUERÉTARO,129,2020-04-21,126,26.0
QUERÉTARO,138,2020-04-22,129,26.0
QUERÉTARO,142,2020-04-23,138,26.0
QUERÉTARO,143,2020-04-24,142,26.0
QUERÉTARO,151,2020-04-25,143,26.0
QUERÉTARO,161,2020-04-26,151,26.0
QUERÉTARO,169,2020-04-27,161,26.0
QUERÉTARO,174,2020-04-28,169,27.0
QUERÉTARO,180,2020-04-29,174,27.0
QUERÉTARO,188,2020-04-30,180,27.0
QUERÉTARO,202,2020-05-01,188,27.0
QUERÉTARO,210,2020-05-02,202,27.0
QUERÉTARO,221,2020-05-03,210,27.0
QUERÉTARO,235,2020-05-04,221,27.0
QUERÉTARO,263,2020-05-05,235,27.0
QUERÉTARO,282,2020-05-06,263,27.0
QUERÉTARO,320,2020-05-07,282,27.0
QUERÉTARO,356,2020-05-08,320,27.0
QUERÉTARO,381,2020-05-09,356,27.0
QUERÉTARO,423,2020-05-10,381,27.0
QUERÉTARO,466,2020-05-11,423,27.0
QUERÉTARO,511,2020-05-12,466,25.0
QUERÉTARO,533,2020-05-13,511,25.0
QUERÉTARO,563,2020-05-14,533,24.0
QUERÉTARO,609,2020-05-15,563,24.0
QUERÉTARO,658,2020-05-16,609,24.0
QUERÉTARO,685,2020-05-17,658,24.0
QUERÉTARO,717,2020-05-18,685,24.0
QUERÉTARO,757,2020-05-19,717,24.0
QUERÉTARO,795,2020-05-20,757,24.0
QUERÉTARO,830,2020-05-21,795,24.0
QUERÉTARO,865,2020-05-22,830,24.0
QUERÉTARO,892,2020-05-23,865,24.0
QUERÉTARO,925,2020-05-24,892,24.0
QUERÉTARO,973,2020-05-25,925,24.0
QUERÉTARO,999,2020-05-26,973,24.0
QUERÉTARO,1015,2020-05-27,999,25.0
QUERÉTARO,1038,2020-05-28,1015,25.0
QUERÉTARO,1067,2020-05-29,1038,25.0
QUERÉTARO,1096,2020-05-30,1067,25.0
QUERÉTARO,1111,2020-05-31,1096,24.0
QUERÉTARO,1141,2020-06-01,1111,22.0
QUERÉTARO,1157,2020-06-02,1141,19.0
QUINTANA ROO,1,2020-03-01,0,4.5
QUINTANA ROO,2,2020-03-08,1,7.5
QUINTANA ROO,3,2020-03-09,2,9.5
QUINTANA ROO,5,2020-03-10,3,8.5
QUINTANA ROO,8,2020-03-11,5,7.5
QUINTANA ROO,9,2020-03-12,8,7.0
QUINTANA ROO,12,2020-03-13,9,7.5
QUINTANA ROO,16,2020-03-14,12,7.5
QUINTANA ROO,22,2020-03-15,16,6.0
QUINTANA ROO,24,2020-03-16,22,6.5
QUINTANA ROO,27,2020-03-17,24,8.0
QUINTANA ROO,34,2020-03-18,27,8.0
QUINTANA ROO,39,2020-03-19,34,7.0
QUINTANA ROO,47,2020-03-20,39,7.5
QUINTANA ROO,56,2020-03-21,47,7.0
QUINTANA ROO,62,2020-03-22,56,7.0
QUINTANA ROO,72,2020-03-23,62,7.0
QUINTANA ROO,78,2020-03-24,72,7.0
QUINTANA ROO,91,2020-03-25,78,6.0
QUINTANA ROO,97,2020-03-26,91,6.0
QUINTANA ROO,118,2020-03-27,97,6.0
QUINTANA ROO,134,2020-03-28,118,5.0
QUINTANA ROO,152,2020-03-29,134,5.0
QUINTANA ROO,169,2020-03-30,152,5.0
QUINTANA ROO,182,2020-03-31,169,5.0
QUINTANA ROO,201,2020-04-01,182,5.0
QUINTANA ROO,216,2020-04-02,201,5.0
QUINTANA ROO,235,2020-04-03,216,5.0
QUINTANA ROO,249,2020-04-04,235,6.0
QUINTANA ROO,276,2020-04-05,249,6.0
QUINTANA ROO,305,2020-04-06,276,5.0
QUINTANA ROO,320,2020-04-07,305,5.0
QUINTANA ROO,340,2020-04-08,320,5.0
QUINTANA ROO,366,2020-04-09,340,5.0
QUINTANA ROO,398,2020-04-10,366,6.0
QUINTANA ROO,429,2020-04-11,398,5.0
QUINTANA ROO,458,2020-04-12,429,6.0
QUINTANA ROO,487,2020-04-13,458,6.0
QUINTANA ROO,517,2020-04-14,487,6.0
QUINTANA ROO,545,2020-04-15,517,6.0
QUINTANA ROO,586,2020-04-16,545,6.0
QUINTANA ROO,621,2020-04-17,586,6.0
QUINTANA ROO,666,2020-04-18,621,6.0
QUINTANA ROO,690,2020-04-19,666,6.0
QUINTANA ROO,745,2020-04-20,690,6.0
QUINTANA ROO,777,2020-04-21,745,6.0
QUINTANA ROO,804,2020-04-22,777,6.0
QUINTANA ROO,830,2020-04-23,804,6.0
QUINTANA ROO,852,2020-04-24,830,6.0
QUINTANA ROO,896,2020-04-25,852,6.0
QUINTANA ROO,932,2020-04-26,896,6.0
QUINTANA ROO,966,2020-04-27,932,6.0
QUINTANA ROO,998,2020-04-28,966,7.0
QUINTANA ROO,1027,2020-04-29,998,7.0
QUINTANA ROO,1049,2020-04-30,1027,7.0
QUINTANA ROO,1083,2020-05-01,1049,7.0
QUINTANA ROO,1162,2020-05-02,1083,7.0
QUINTANA ROO,1189,2020-05-03,1162,7.0
QUINTANA ROO,1222,2020-05-04,1189,7.0
QUINTANA ROO,1242,2020-05-05,1222,7.0
QUINTANA ROO,1273,2020-05-06,1242,8.0
QUINTANA ROO,1295,2020-05-07,1273,8.0
QUINTANA ROO,1333,2020-05-08,1295,8.0
QUINTANA ROO,1373,2020-05-09,1333,8.0
QUINTANA ROO,1409,2020-05-10,1373,8.0
