name,value,year,lastvalue,rank
CIUDAD DE MÉXICO,18253,2020-05-12,17570,1.0
CIUDAD DE MÉXICO,18851,2020-05-13,18253,1.0
CIUDAD DE MÉXICO,19422,2020-05-14,18851,1.0
CIUDAD DE MÉXICO,20282,2020-05-15,19422,1.0
CIUDAD DE MÉXICO,20937,2020-05-16,20282,1.0
CIUDAD DE MÉXICO,21579,2020-05-17,20937,1.0
CIUDAD DE MÉXICO,22482,2020-05-18,21579,1.0
CIUDAD DE MÉXICO,23102,2020-05-19,22482,1.0
CIUDAD DE MÉXICO,24142,2020-05-20,23102,1.0
CIUDAD DE MÉXICO,24687,2020-05-21,24142,1.0
CIUDAD DE MÉXICO,25357,2020-05-22,24687,1.0
CIUDAD DE MÉXICO,25950,2020-05-23,25357,1.0
CIUDAD DE MÉXICO,26507,2020-05-24,25950,1.0
CIUDAD DE MÉXICO,27300,2020-05-25,26507,1.0
CIUDAD DE MÉXICO,27847,2020-05-26,27300,1.0
CIUDAD DE MÉXICO,28336,2020-05-27,27847,1.0
CIUDAD DE MÉXICO,28829,2020-05-28,28336,1.0
CIUDAD DE MÉXICO,29238,2020-05-29,28829,1.0
CIUDAD DE MÉXICO,29559,2020-05-30,29238,1.0
CIUDAD DE MÉXICO,29779,2020-05-31,29559,1.0
CIUDAD DE MÉXICO,30027,2020-06-01,29779,1.0
CIUDAD DE MÉXICO,30136,2020-06-02,30027,1.0
CIUDAD DE MÉXICO,30214,2020-06-03,30136,1.0
DURANGO,1,2020-03-06,0,4.0
DURANGO,2,2020-03-09,1,14.5
DURANGO,3,2020-03-11,2,11.0
DURANGO,4,2020-03-15,3,18.5
DURANGO,6,2020-03-18,4,23.5
DURANGO,7,2020-03-19,6,21.5
DURANGO,9,2020-03-23,7,26.0
DURANGO,10,2020-03-24,9,25.0
DURANGO,11,2020-03-25,10,27.0
DURANGO,12,2020-03-28,11,27.5
DURANGO,13,2020-03-29,12,26.0
DURANGO,15,2020-03-30,13,28.0
DURANGO,16,2020-04-02,15,29.0
DURANGO,17,2020-04-04,16,29.0
DURANGO,18,2020-04-06,17,30.5
DURANGO,19,2020-04-08,18,31.0
DURANGO,23,2020-04-10,19,31.0
DURANGO,27,2020-04-11,23,31.0
DURANGO,28,2020-04-12,27,31.0
DURANGO,31,2020-04-13,28,31.0
DURANGO,37,2020-04-14,31,31.0
DURANGO,38,2020-04-16,37,31.0
DURANGO,40,2020-04-18,38,31.0
DURANGO,42,2020-04-19,40,31.0
DURANGO,47,2020-04-20,42,31.0
DURANGO,50,2020-04-21,47,31.0
DURANGO,56,2020-04-22,50,31.0
DURANGO,61,2020-04-23,56,31.0
DURANGO,68,2020-04-24,61,31.0
DURANGO,72,2020-04-25,68,31.0
DURANGO,82,2020-04-26,72,31.0
DURANGO,85,2020-04-27,82,31.0
DURANGO,90,2020-04-28,85,31.0
DURANGO,91,2020-04-29,90,31.0
DURANGO,93,2020-04-30,91,31.0
DURANGO,103,2020-05-01,93,31.0
DURANGO,109,2020-05-02,103,31.0
DURANGO,115,2020-05-03,109,31.0
DURANGO,122,2020-05-04,115,31.0
DURANGO,130,2020-05-05,122,31.0
DURANGO,139,2020-05-06,130,31.0
DURANGO,150,2020-05-07,139,31.0
DURANGO,158,2020-05-08,150,31.0
DURANGO,166,2020-05-09,158,31.0
DURANGO,170,2020-05-10,166,31.0
DURANGO,177,2020-05-11,170,31.0
DURANGO,185,2020-05-12,177,31.0
DURANGO,194,2020-05-13,185,31.0
DURANGO,205,2020-05-14,194,31.0
DURANGO,219,2020-05-15,205,31.0
DURANGO,230,2020-05-16,219,30.0
DURANGO,237,2020-05-17,230,30.0
DURANGO,250,2020-05-18,237,30.0
DURANGO,267,2020-05-19,250,30.0
DURANGO,286,2020-05-20,267,30.0
DURANGO,299,2020-05-21,286,30.0
DURANGO,313,2020-05-22,299,30.0
DURANGO,336,2020-05-23,313,30.0
DURANGO,358,2020-05-24,336,30.0
DURANGO,377,2020-05-25,358,30.0
DURANGO,399,2020-05-26,377,30.0
DURANGO,423,2020-05-27,399,30.0
DURANGO,451,2020-05-28,423,30.0
DURANGO,475,2020-05-29,451,30.0
DURANGO,500,2020-05-30,475,30.0
DURANGO,513,2020-05-31,500,29.0
DURANGO,551,2020-06-01,513,27.0
DURANGO,556,2020-06-02,551,24.0
DURANGO,561,2020-06-03,556,13.0
DURANGO,565,2020-06-04,561,4.0
GUANAJUATO,1,2020-03-10,0,14.5
GUANAJUATO,3,2020-03-12,1,17.5
GUANAJUATO,6,2020-03-14,3,13.5
GUANAJUATO,9,2020-03-15,6,13.0
GUANAJUATO,19,2020-03-16,9,9.0
GUANAJUATO,23,2020-03-17,19,9.0
GUANAJUATO,25,2020-03-18,23,9.0
GUANAJUATO,26,2020-03-19,25,9.0
GUANAJUATO,33,2020-03-20,26,10.0
GUANAJUATO,37,2020-03-21,33,10.0
GUANAJUATO,42,2020-03-22,37,10.0
GUANAJUATO,44,2020-03-23,42,11.0
GUANAJUATO,47,2020-03-24,44,11.5
GUANAJUATO,50,2020-03-25,47,12.0
GUANAJUATO,55,2020-03-26,50,12.0
GUANAJUATO,60,2020-03-27,55,12.0
GUANAJUATO,61,2020-03-28,60,12.0
GUANAJUATO,62,2020-03-30,61,13.0
GUANAJUATO,63,2020-03-31,62,14.0
GUANAJUATO,70,2020-04-01,63,14.0
GUANAJUATO,77,2020-04-02,70,15.0
GUANAJUATO,83,2020-04-03,77,15.0
GUANAJUATO,86,2020-04-04,83,15.0
GUANAJUATO,91,2020-04-05,86,15.0
GUANAJUATO,94,2020-04-06,91,16.0
GUANAJUATO,95,2020-04-07,94,16.0
GUANAJUATO,100,2020-04-08,95,17.0
GUANAJUATO,105,2020-04-09,100,17.5
GUANAJUATO,110,2020-04-10,105,19.0
GUANAJUATO,115,2020-04-11,110,19.0
GUANAJUATO,122,2020-04-12,115,19.0
GUANAJUATO,134,2020-04-13,122,19.0
GUANAJUATO,154,2020-04-14,134,18.0
GUANAJUATO,170,2020-04-15,154,18.0
GUANAJUATO,184,2020-04-16,170,18.0
GUANAJUATO,191,2020-04-17,184,18.0
GUANAJUATO,206,2020-04-18,191,19.0
GUANAJUATO,219,2020-04-19,206,19.0
GUANAJUATO,234,2020-04-20,219,20.0
GUANAJUATO,247,2020-04-21,234,20.5
GUANAJUATO,260,2020-04-22,247,21.0
GUANAJUATO,270,2020-04-23,260,21.0
GUANAJUATO,291,2020-04-24,270,21.0
GUANAJUATO,305,2020-04-25,291,21.0
GUANAJUATO,326,2020-04-26,305,21.0
GUANAJUATO,343,2020-04-27,326,21.0
GUANAJUATO,352,2020-04-28,343,21.0
GUANAJUATO,360,2020-04-29,352,21.0
GUANAJUATO,381,2020-04-30,360,20.0
GUANAJUATO,414,2020-05-01,381,20.0
GUANAJUATO,451,2020-05-02,414,20.0
GUANAJUATO,478,2020-05-03,451,20.0
GUANAJUATO,509,2020-05-04,478,20.0
GUANAJUATO,541,2020-05-05,509,20.0
GUANAJUATO,570,2020-05-06,541,20.0
GUANAJUATO,612,2020-05-07,570,20.0
GUANAJUATO,650,2020-05-08,612,20.0
GUANAJUATO,689,2020-05-09,650,20.0
GUANAJUATO,719,2020-05-10,689,19.0
GUANAJUATO,770,2020-05-11,719,19.0
GUANAJUATO,819,2020-05-12,770,19.0
GUANAJUATO,848,2020-05-13,819,21.0
GUANAJUATO,884,2020-05-14,848,21.0
GUANAJUATO,950,2020-05-15,884,21.0
GUANAJUATO,1001,2020-05-16,950,21.0
GUANAJUATO,1060,2020-05-17,1001,21.0
GUANAJUATO,1127,2020-05-18,1060,21.0
GUANAJUATO,1177,2020-05-19,1127,21.0
GUANAJUATO,1238,2020-05-20,1177,20.0
GUANAJUATO,1265,2020-05-21,1238,20.0
GUANAJUATO,1351,2020-05-22,1265,19.0
GUANAJUATO,1449,2020-05-23,1351,19.0
GUANAJUATO,1553,2020-05-24,1449,19.0
GUANAJUATO,1690,2020-05-25,1553,19.0
GUANAJUATO,1785,2020-05-26,1690,19.0
GUANAJUATO,1895,2020-05-27,1785,17.0
GUANAJUATO,1991,2020-05-28,1895,15.0
GUANAJUATO,2109,2020-05-29,1991,13.0
GUANAJUATO,2221,2020-05-30,2109,13.0
GUANAJUATO,2314,2020-05-31,2221,12.5
GUANAJUATO,2362,2020-06-01,2314,10.0
GUANAJUATO,2382,2020-06-02,2362,9.0
GUERRERO,1,2020-03-08,0,9.5
GUERRERO,2,2020-03-09,1,14.5
GUERRERO,3,2020-03-11,2,11.0
GUERRERO,4,2020-03-12,3,13.0
GUERRERO,5,2020-03-13,4,13.0
GUERRERO,8,2020-03-15,5,15.5
GUERRERO,9,2020-03-16,8,16.5
GUERRERO,12,2020-03-17,9,15.0
GUERRERO,14,2020-03-18,12,16.5
GUERRERO,16,2020-03-19,14,14.0
GUERRERO,19,2020-03-20,16,15.5
GUERRERO,22,2020-03-21,19,15.0
GUERRERO,23,2020-03-22,22,16.5
GUERRERO,26,2020-03-23,23,16.0
GUERRERO,27,2020-03-24,26,15.5
GUERRERO,28,2020-03-25,27,19.0
GUERRERO,31,2020-03-26,28,19.5
GUERRERO,32,2020-03-28,31,21.0
GUERRERO,33,2020-03-29,32,20.0
GUERRERO,37,2020-03-30,33,23.0
GUERRERO,42,2020-03-31,37,22.5
GUERRERO,46,2020-04-01,42,22.0
GUERRERO,51,2020-04-02,46,22.0
GUERRERO,59,2020-04-03,51,19.5
GUERRERO,69,2020-04-04,59,18.0
GUERRERO,75,2020-04-05,69,18.0
GUERRERO,83,2020-04-06,75,18.0
GUERRERO,87,2020-04-07,83,18.0
GUERRERO,99,2020-04-08,87,18.0
GUERRERO,105,2020-04-09,99,17.5
GUERRERO,117,2020-04-10,105,17.0
GUERRERO,126,2020-04-11,117,17.0
GUERRERO,134,2020-04-12,126,17.0
GUERRERO,149,2020-04-13,134,18.0
GUERRERO,152,2020-04-14,149,19.0
GUERRERO,166,2020-04-15,152,19.0
GUERRERO,173,2020-04-16,166,19.0
GUERRERO,182,2020-04-17,173,19.0
GUERRERO,195,2020-04-18,182,20.0
GUERRERO,212,2020-04-19,195,20.0
GUERRERO,235,2020-04-20,212,19.0
GUERRERO,252,2020-04-21,235,19.0
GUERRERO,271,2020-04-22,252,19.0
GUERRERO,294,2020-04-23,271,19.0
GUERRERO,329,2020-04-24,294,18.0
GUERRERO,361,2020-04-25,329,17.0
GUERRERO,382,2020-04-26,361,17.0
GUERRERO,404,2020-04-27,382,17.0
GUERRERO,432,2020-04-28,404,17.0
GUERRERO,468,2020-04-29,432,16.0
GUERRERO,503,2020-04-30,468,16.0
GUERRERO,554,2020-05-01,503,14.0
GUERRERO,586,2020-05-02,554,14.0
GUERRERO,629,2020-05-03,586,14.0
GUERRERO,677,2020-05-04,629,15.0
GUERRERO,710,2020-05-05,677,15.0
GUERRERO,746,2020-05-06,710,15.0
GUERRERO,783,2020-05-07,746,15.0
GUERRERO,831,2020-05-08,783,15.0
GUERRERO,888,2020-05-09,831,14.0
GUERRERO,949,2020-05-10,888,14.0
GUERRERO,1012,2020-05-11,949,14.0
GUERRERO,1081,2020-05-12,1012,13.0
GUERRERO,1155,2020-05-13,1081,13.0
GUERRERO,1240,2020-05-14,1155,13.0
GUERRERO,1378,2020-05-15,1240,12.0
GUERRERO,1491,2020-05-16,1378,11.0
GUERRERO,1586,2020-05-17,1491,10.0
GUERRERO,1732,2020-05-18,1586,9.0
GUERRERO,1840,2020-05-19,1732,9.0
GUERRERO,1944,2020-05-20,1840,9.0
GUERRERO,2025,2020-05-21,1944,9.0
GUERRERO,2109,2020-05-22,2025,9.0
GUERRERO,2202,2020-05-23,2109,9.0
GUERRERO,2272,2020-05-24,2202,9.0
GUERRERO,2323,2020-05-25,2272,9.0
GUERRERO,2363,2020-05-26,2323,9.0
GUERRERO,2388,2020-05-27,2363,9.0
GUERRERO,2401,2020-05-28,2388,9.0
GUERRERO,2406,2020-05-29,2401,9.0
GUERRERO,2412,2020-05-30,2406,11.0
GUERRERO,2414,2020-05-31,2412,11.0
HIDALGO,1,2020-02-22,0,1.5
HIDALGO,2,2020-03-07,1,5.5
HIDALGO,3,2020-03-08,2,6.0
HIDALGO,4,2020-03-12,3,13.0
HIDALGO,7,2020-03-13,4,10.5
HIDALGO,8,2020-03-14,7,11.5
HIDALGO,9,2020-03-16,8,16.5
HIDALGO,11,2020-03-18,9,20.0
HIDALGO,13,2020-03-19,11,17.0
HIDALGO,16,2020-03-20,13,19.5
HIDALGO,17,2020-03-21,16,17.0
HIDALGO,23,2020-03-23,17,18.0
HIDALGO,26,2020-03-24,23,17.0
HIDALGO,28,2020-03-25,26,19.0
HIDALGO,31,2020-03-26,28,19.5
HIDALGO,35,2020-03-27,31,19.0
HIDALGO,37,2020-03-28,35,19.5
HIDALGO,42,2020-03-29,37,16.0
HIDALGO,49,2020-03-30,42,17.0
HIDALGO,54,2020-03-31,49,17.0
HIDALGO,55,2020-04-02,54,19.5
HIDALGO,59,2020-04-03,55,19.5
HIDALGO,60,2020-04-04,59,21.0
HIDALGO,64,2020-04-05,60,21.0
HIDALGO,72,2020-04-06,64,19.5
HIDALGO,74,2020-04-07,72,20.5
HIDALGO,78,2020-04-08,74,20.0
HIDALGO,83,2020-04-09,78,20.0
HIDALGO,90,2020-04-10,83,21.0
HIDALGO,99,2020-04-11,90,20.0
HIDALGO,106,2020-04-12,99,20.5
HIDALGO,117,2020-04-13,106,21.0
HIDALGO,123,2020-04-14,117,21.0
HIDALGO,129,2020-04-15,123,21.0
HIDALGO,144,2020-04-16,129,21.0
HIDALGO,154,2020-04-17,144,21.0
HIDALGO,173,2020-04-18,154,21.0
HIDALGO,191,2020-04-19,173,21.0
HIDALGO,224,2020-04-20,191,21.0
HIDALGO,247,2020-04-21,224,20.5
HIDALGO,265,2020-04-22,247,20.0
HIDALGO,287,2020-04-23,265,20.0
HIDALGO,313,2020-04-24,287,20.0
HIDALGO,335,2020-04-25,313,20.0
HIDALGO,363,2020-04-26,335,19.0
HIDALGO,394,2020-04-27,363,19.0
HIDALGO,422,2020-04-28,394,18.0
HIDALGO,445,2020-04-29,422,19.0
HIDALGO,475,2020-04-30,445,18.5
HIDALGO,511,2020-05-01,475,19.0
HIDALGO,539,2020-05-02,511,18.0
HIDALGO,573,2020-05-03,539,17.0
HIDALGO,617,2020-05-04,573,17.0
HIDALGO,648,2020-05-05,617,18.0
HIDALGO,682,2020-05-06,648,17.0
HIDALGO,712,2020-05-07,682,17.0
HIDALGO,766,2020-05-08,712,16.0
HIDALGO,814,2020-05-09,766,16.0
HIDALGO,875,2020-05-10,814,16.0
HIDALGO,939,2020-05-11,875,16.0
HIDALGO,986,2020-05-12,939,15.0
HIDALGO,1051,2020-05-13,986,15.0
HIDALGO,1120,2020-05-14,1051,15.0
HIDALGO,1188,2020-05-15,1120,15.0
HIDALGO,1233,2020-05-16,1188,15.0
HIDALGO,1288,2020-05-17,1233,15.0
HIDALGO,1378,2020-05-18,1288,15.0
HIDALGO,1458,2020-05-19,1378,14.0
HIDALGO,1531,2020-05-20,1458,14.0
HIDALGO,1584,2020-05-21,1531,14.0
HIDALGO,1664,2020-05-22,1584,14.0
HIDALGO,1738,2020-05-23,1664,14.0
HIDALGO,1785,2020-05-24,1738,14.0
HIDALGO,1886,2020-05-25,1785,13.0
HIDALGO,1938,2020-05-26,1886,14.0
HIDALGO,1982,2020-05-27,1938,14.0
HIDALGO,2031,2020-05-28,1982,13.0
HIDALGO,2078,2020-05-29,2031,14.0
HIDALGO,2122,2020-05-30,2078,14.0
HIDALGO,2150,2020-05-31,2122,14.0
HIDALGO,2172,2020-06-01,2150,12.0
HIDALGO,2184,2020-06-02,2172,11.0
HIDALGO,2193,2020-06-03,2184,8.0
HIDALGO,2195,2020-06-04,2193,2.0
JALISCO,1,2020-03-01,0,4.5
JALISCO,2,2020-03-01,0,2.5
JALISCO,3,2020-03-04,2,4.0
JALISCO,5,2020-03-06,3,2.5
JALISCO,6,2020-03-07,5,4.0
JALISCO,9,2020-03-08,6,3.0
JALISCO,12,2020-03-09,9,4.0
JALISCO,16,2020-03-10,12,4.0
JALISCO,22,2020-03-11,16,4.0
JALISCO,30,2020-03-12,22,3.0
JALISCO,38,2020-03-13,30,3.0
JALISCO,46,2020-03-14,38,3.0
JALISCO,48,2020-03-15,46,3.0
JALISCO,54,2020-03-16,48,3.0
JALISCO,66,2020-03-17,54,3.0
JALISCO,74,2020-03-18,66,3.0
JALISCO,82,2020-03-20,74,3.0
JALISCO,92,2020-03-21,82,3.0
JALISCO,98,2020-03-22,92,3.0
JALISCO,104,2020-03-23,98,3.0
JALISCO,108,2020-03-24,104,4.0
JALISCO,112,2020-03-25,108,4.0
JALISCO,113,2020-03-26,112,4.0
JALISCO,121,2020-03-27,113,5.0
JALISCO,123,2020-03-28,121,6.0
JALISCO,127,2020-03-29,123,6.0
JALISCO,135,2020-03-30,127,8.0
JALISCO,140,2020-03-31,135,8.0
JALISCO,143,2020-04-01,140,9.0
JALISCO,151,2020-04-02,143,9.0
JALISCO,159,2020-04-03,151,9.0
JALISCO,163,2020-04-04,159,9.0
JALISCO,166,2020-04-05,163,10.0
JALISCO,172,2020-04-06,166,10.0
JALISCO,182,2020-04-07,172,10.0
JALISCO,190,2020-04-08,182,10.0
JALISCO,196,2020-04-09,190,10.0
JALISCO,202,2020-04-10,196,11.0
JALISCO,206,2020-04-11,202,12.0
JALISCO,213,2020-04-12,206,13.0
JALISCO,223,2020-04-13,213,13.0
JALISCO,236,2020-04-14,223,13.0
JALISCO,243,2020-04-15,236,14.0
JALISCO,258,2020-04-16,243,14.0
JALISCO,271,2020-04-17,258,14.0
JALISCO,279,2020-04-18,271,14.0
JALISCO,290,2020-04-19,279,14.0
JALISCO,310,2020-04-20,290,14.0
JALISCO,330,2020-04-21,310,13.0
JALISCO,347,2020-04-22,330,13.0
JALISCO,370,2020-04-23,347,13.0
JALISCO,390,2020-04-24,370,13.0
JALISCO,407,2020-04-25,390,14.0
JALISCO,426,2020-04-26,407,14.0
JALISCO,446,2020-04-27,426,15.0
JALISCO,465,2020-04-28,446,15.0
JALISCO,484,2020-04-29,465,15.0
JALISCO,516,2020-04-30,484,14.0
JALISCO,539,2020-05-01,516,17.0
JALISCO,573,2020-05-02,539,16.0
JALISCO,600,2020-05-03,573,16.0
JALISCO,644,2020-05-04,600,16.0
JALISCO,678,2020-05-05,644,16.0
JALISCO,701,2020-05-06,678,16.0
JALISCO,730,2020-05-07,701,16.0
JALISCO,750,2020-05-08,730,18.0
JALISCO,787,2020-05-09,750,17.0
JALISCO,828,2020-05-10,787,17.0
JALISCO,876,2020-05-11,828,17.0
JALISCO,912,2020-05-12,876,18.0
JALISCO,960,2020-05-13,912,18.0
JALISCO,1009,2020-05-14,960,17.0
JALISCO,1055,2020-05-15,1009,17.0
JALISCO,1088,2020-05-16,1055,17.0
JALISCO,1154,2020-05-17,1088,16.0
JALISCO,1218,2020-05-18,1154,18.0
JALISCO,1296,2020-05-19,1218,18.0
JALISCO,1359,2020-05-20,1296,18.0
JALISCO,1430,2020-05-21,1359,18.0
JALISCO,1511,2020-05-22,1430,18.0
JALISCO,1596,2020-05-23,1511,17.0
JALISCO,1711,2020-05-24,1596,17.0
JALISCO,1860,2020-05-25,1711,14.0
JALISCO,1967,2020-05-26,1860,12.0
JALISCO,2090,2020-05-27,1967,12.0
JALISCO,2208,2020-05-28,2090,12.0
JALISCO,2331,2020-05-29,2208,11.0
JALISCO,2443,2020-05-30,2331,9.0
JALISCO,2519,2020-05-31,2443,9.0
JALISCO,2604,2020-06-01,2519,8.0
JALISCO,2642,2020-06-02,2604,7.0
MÉXICO,1,2020-02-19,0,1.0
MÉXICO,2,2020-02-21,1,1.0
MÉXICO,3,2020-02-26,2,1.0
MÉXICO,4,2020-02-29,3,2.0
MÉXICO,6,2020-03-02,4,2.0
MÉXICO,9,2020-03-03,6,2.0
MÉXICO,10,2020-03-04,9,2.0
MÉXICO,11,2020-03-05,10,2.0
MÉXICO,16,2020-03-07,11,2.0
MÉXICO,19,2020-03-08,16,2.0
MÉXICO,30,2020-03-09,19,2.0
MÉXICO,32,2020-03-10,30,2.0
MÉXICO,37,2020-03-11,32,2.0
MÉXICO,45,2020-03-12,37,2.0
MÉXICO,55,2020-03-13,45,2.0
MÉXICO,65,2020-03-14,55,2.0
MÉXICO,78,2020-03-15,65,2.0
MÉXICO,96,2020-03-16,78,2.0
MÉXICO,109,2020-03-17,96,2.0
MÉXICO,121,2020-03-18,109,2.0
MÉXICO,131,2020-03-19,121,2.0
MÉXICO,152,2020-03-20,131,2.0
MÉXICO,172,2020-03-21,152,2.0
MÉXICO,194,2020-03-22,172,2.0
MÉXICO,223,2020-03-23,194,2.0
MÉXICO,252,2020-03-24,223,2.0
MÉXICO,288,2020-03-25,252,2.0
MÉXICO,329,2020-03-26,288,2.0
MÉXICO,382,2020-03-27,329,2.0
MÉXICO,412,2020-03-28,382,2.0
MÉXICO,448,2020-03-29,412,2.0
MÉXICO,510,2020-03-30,448,2.0
MÉXICO,560,2020-03-31,510,2.0
MÉXICO,638,2020-04-01,560,2.0
MÉXICO,698,2020-04-02,638,2.0
MÉXICO,766,2020-04-03,698,2.0
MÉXICO,838,2020-04-04,766,2.0
MÉXICO,899,2020-04-05,838,2.0
MÉXICO,1006,2020-04-06,899,2.0
MÉXICO,1082,2020-04-07,1006,2.0
MÉXICO,1192,2020-04-08,1082,2.0
MÉXICO,1292,2020-04-09,1192,2.0
MÉXICO,1456,2020-04-10,1292,2.0
MÉXICO,1579,2020-04-11,1456,2.0
MÉXICO,1727,2020-04-12,1579,2.0
MÉXICO,1915,2020-04-13,1727,2.0
MÉXICO,2080,2020-04-14,1915,2.0
MÉXICO,2291,2020-04-15,2080,2.0
MÉXICO,2489,2020-04-16,2291,2.0
MÉXICO,2725,2020-04-17,2489,2.0
MÉXICO,2968,2020-04-18,2725,2.0
MÉXICO,3200,2020-04-19,2968,2.0
MÉXICO,3521,2020-04-20,3200,2.0
MÉXICO,3765,2020-04-21,3521,2.0
MÉXICO,4001,2020-04-22,3765,2.0
MÉXICO,4239,2020-04-23,4001,2.0
MÉXICO,4516,2020-04-24,4239,2.0
MÉXICO,4814,2020-04-25,4516,2.0
MÉXICO,5086,2020-04-26,4814,2.0
MÉXICO,5374,2020-04-27,5086,2.0
MÉXICO,5676,2020-04-28,5374,2.0
MÉXICO,5934,2020-04-29,5676,2.0
MÉXICO,6284,2020-04-30,5934,2.0
MÉXICO,6738,2020-05-01,6284,2.0
MÉXICO,7024,2020-05-02,6738,2.0
MÉXICO,7310,2020-05-03,7024,2.0
MÉXICO,7644,2020-05-04,7310,2.0
MÉXICO,8005,2020-05-05,7644,2.0
MÉXICO,8361,2020-05-06,8005,2.0
MÉXICO,8766,2020-05-07,8361,2.0
MÉXICO,9200,2020-05-08,8766,2.0
MÉXICO,9594,2020-05-09,9200,2.0
MÉXICO,10090,2020-05-10,9594,2.0
MÉXICO,10541,2020-05-11,10090,2.0
MÉXICO,10898,2020-05-12,10541,2.0
MÉXICO,11282,2020-05-13,10898,2.0
MÉXICO,11624,2020-05-14,11282,2.0
MÉXICO,12159,2020-05-15,11624,2.0
MÉXICO,12550,2020-05-16,12159,2.0
MÉXICO,12942,2020-05-17,12550,2.0
MÉXICO,13478,2020-05-18,12942,2.0
MÉXICO,13933,2020-05-19,13478,2.0
MÉXICO,14514,2020-05-20,13933,2.0
MÉXICO,14843,2020-05-21,14514,2.0
MÉXICO,15377,2020-05-22,14843,2.0
MÉXICO,15808,2020-05-23,15377,2.0
MÉXICO,16196,2020-05-24,15808,2.0
MÉXICO,16716,2020-05-25,16196,2.0
MÉXICO,17088,2020-05-26,16716,2.0
MÉXICO,17393,2020-05-27,17088,2.0
MÉXICO,17630,2020-05-28,17393,2.0
MÉXICO,17811,2020-05-29,17630,2.0
MÉXICO,17963,2020-05-30,17811,2.0
MÉXICO,18044,2020-05-31,17963,2.0
MÉXICO,18108,2020-06-01,18044,2.0
MÉXICO,18151,2020-06-02,18108,2.0
MÉXICO,18171,2020-06-03,18151,2.0
MICHOACÁN DE OCAMPO,1,2020-03-09,0,19.5
MICHOACÁN DE OCAMPO,9,2020-03-15,1,13.0
MICHOACÁN DE OCAMPO,10,2020-03-16,9,15.0
MICHOACÁN DE OCAMPO,12,2020-03-17,10,15.0
MICHOACÁN DE OCAMPO,16,2020-03-18,12,13.5
MICHOACÁN DE OCAMPO,17,2020-03-20,16,18.0
MICHOACÁN DE OCAMPO,21,2020-03-22,17,18.0
MICHOACÁN DE OCAMPO,25,2020-03-23,21,17.0
MICHOACÁN DE OCAMPO,27,2020-03-24,25,15.5
MICHOACÁN DE OCAMPO,31,2020-03-25,27,17.0
MICHOACÁN DE OCAMPO,33,2020-03-26,31,17.5
MICHOACÁN DE OCAMPO,36,2020-03-27,33,17.5
MICHOACÁN DE OCAMPO,37,2020-03-28,36,19.5
MICHOACÁN DE OCAMPO,38,2020-03-29,37,19.0
MICHOACÁN DE OCAMPO,41,2020-03-30,38,20.5
MICHOACÁN DE OCAMPO,42,2020-03-31,41,22.5
MICHOACÁN DE OCAMPO,52,2020-04-01,42,19.0
MICHOACÁN DE OCAMPO,55,2020-04-02,52,19.5
MICHOACÁN DE OCAMPO,58,2020-04-03,55,21.5
MICHOACÁN DE OCAMPO,61,2020-04-04,58,19.5
MICHOACÁN DE OCAMPO,67,2020-04-05,61,19.5
MICHOACÁN DE OCAMPO,72,2020-04-06,67,19.5
MICHOACÁN DE OCAMPO,86,2020-04-07,72,19.0
MICHOACÁN DE OCAMPO,94,2020-04-08,86,19.0
MICHOACÁN DE OCAMPO,101,2020-04-09,94,19.0
MICHOACÁN DE OCAMPO,115,2020-04-10,101,18.0
MICHOACÁN DE OCAMPO,122,2020-04-11,115,18.0
MICHOACÁN DE OCAMPO,133,2020-04-12,122,18.0
MICHOACÁN DE OCAMPO,152,2020-04-13,133,17.0
MICHOACÁN DE OCAMPO,161,2020-04-14,152,17.0
MICHOACÁN DE OCAMPO,175,2020-04-15,161,16.0
MICHOACÁN DE OCAMPO,192,2020-04-16,175,16.0
MICHOACÁN DE OCAMPO,213,2020-04-17,192,16.0
MICHOACÁN DE OCAMPO,229,2020-04-18,213,16.0
MICHOACÁN DE OCAMPO,242,2020-04-19,229,16.0
MICHOACÁN DE OCAMPO,280,2020-04-20,242,16.0
MICHOACÁN DE OCAMPO,296,2020-04-21,280,16.0
MICHOACÁN DE OCAMPO,317,2020-04-22,296,16.0
MICHOACÁN DE OCAMPO,341,2020-04-23,317,14.0
MICHOACÁN DE OCAMPO,367,2020-04-24,341,15.0
MICHOACÁN DE OCAMPO,391,2020-04-25,367,15.0
MICHOACÁN DE OCAMPO,425,2020-04-26,391,15.0
MICHOACÁN DE OCAMPO,449,2020-04-27,425,14.0
MICHOACÁN DE OCAMPO,470,2020-04-28,449,14.0
MICHOACÁN DE OCAMPO,489,2020-04-29,470,14.0
MICHOACÁN DE OCAMPO,518,2020-04-30,489,13.0
MICHOACÁN DE OCAMPO,563,2020-05-01,518,13.0
MICHOACÁN DE OCAMPO,592,2020-05-02,563,13.0
MICHOACÁN DE OCAMPO,648,2020-05-03,592,13.0
MICHOACÁN DE OCAMPO,695,2020-05-04,648,13.0
MICHOACÁN DE OCAMPO,750,2020-05-05,695,13.0
MICHOACÁN DE OCAMPO,789,2020-05-06,750,12.0
MICHOACÁN DE OCAMPO,836,2020-05-07,789,13.0
MICHOACÁN DE OCAMPO,900,2020-05-08,836,13.0
MICHOACÁN DE OCAMPO,941,2020-05-09,900,12.0
MICHOACÁN DE OCAMPO,1019,2020-05-10,941,12.0
MICHOACÁN DE OCAMPO,1085,2020-05-11,1019,12.0
